No.,Target Azimuth,Target Elevation,Stimuli,HRTF type,Repetition,Player’s Azimuth,Player’s Elevation,Reaction Time,FlagMinus
315,30,30,Footstep,DL_Based,2,27.80007,-338.3,14.11206,0
316,30,0,Footstep,Generic,3,331.95,-350.2,13.8186,1
317,180,0,PinkNoise,DL_Based,4,180.95,-336.1,13.29858,1
318,180,30,Footstep,3D_Based,2,178.7,-317.2,9.7771,1
319,150,30,Footstep,Generic,4,155.15,-319,13.49854,0
320,60,30,Footstep,Generic,4,313.8,-316.15,4.495117,1
321,180,0,PinkNoise,Generic,3,183.45,-342.55,11.69775,1
322,120,30,Footstep,3D_Based,3,240.3,-320.1,8.283447,1
323,150,30,Footstep,Generic,2,219.3999,-319.25,20.78149,1
324,60,0,PinkNoise,Generic,4,306.85,-320.5,7.416016,1
325,120,0,Footstep,DL_Based,2,122.85,-322.8,12.2439,0
326,30,0,Footstep,DL_Based,4,328.4,-349.2,16.60742,1
327,0,30,Footstep,Generic,4,3.249986,-319.5,6.949219,1
328,120,30,PinkNoise,DL_Based,4,253.6,-318.5499,9.163574,1
329,90,30,PinkNoise,Generic,1,269.05,-310.5,8.256104,1
330,150,30,PinkNoise,3D_Based,2,208.75,-314.4,3.801025,1
331,180,0,PinkNoise,DL_Based,3,180,-1.200005,13.64624,1
332,60,30,PinkNoise,3D_Based,4,62.05001,-336.9,11.85791,0
333,30,30,PinkNoise,Generic,3,345.95,-325.6,15.81934,1
334,60,30,PinkNoise,Generic,1,303.05,-326.4499,11.9248,1
335,90,0,Footstep,Generic,1,96.34996,-328.45,9.416992,0
336,30,0,Footstep,DL_Based,1,332.2,-329.45,14.69897,1
